Epoch,MAE
1,0.42502450942993164
2,0.38447484374046326
3,0.3812353014945984
4,0.37655675411224365
5,0.3803222179412842
6,0.3781244158744812
7,0.3793400526046753
8,0.3758944571018219
9,0.3750830292701721
10,0.37674710154533386
11,0.3770448565483093
12,0.3737919330596924
13,0.3750174045562744
14,0.3757047951221466
15,0.37039390206336975
16,0.3728927969932556
17,0.37323659658432007
18,0.36729180812835693
19,0.3730081021785736
20,0.3701708912849426
21,0.3687213361263275
22,0.368770033121109
23,0.3668806254863739
24,0.36511561274528503
25,0.36512887477874756
26,0.36865583062171936
27,0.3636552095413208
28,0.3621787130832672
29,0.3596278727054596
30,0.35890209674835205
31,0.3570990264415741
32,0.3524073660373688
33,0.3552808463573456
34,0.35459479689598083
35,0.35546478629112244
36,0.34601283073425293
37,0.34991082549095154
38,0.34960922598838806
39,0.3475540280342102
40,0.34659042954444885
41,0.34261366724967957
42,0.3393779695034027
43,0.34042736887931824
44,0.3362170159816742
45,0.3365633189678192
46,0.33370593190193176
47,0.3298889994621277
48,0.3276543617248535
49,0.32574212551116943
50,0.3282117545604706
51,0.3235832750797272
52,0.3247510492801666
53,0.32237279415130615
54,0.3263736963272095
55,0.31961727142333984
