Epoch,MAE
1,0.5245380401611328
2,0.3868476450443268
3,0.35737696290016174
4,0.34198760986328125
5,0.32667675614356995
6,0.3178730309009552
7,0.30943024158477783
8,0.302758127450943
9,0.2962058186531067
10,0.2925061285495758
11,0.2871793210506439
12,0.28307217359542847
13,0.2781650722026825
14,0.27519503235816956
15,0.2725517153739929
16,0.2676524221897125
17,0.2647450864315033
18,0.26213860511779785
19,0.2598845660686493
20,0.2561950981616974
21,0.25378748774528503
22,0.2508781850337982
23,0.24859164655208588
24,0.24765659868717194
25,0.2441510707139969
26,0.24141402542591095
27,0.24030017852783203
28,0.23700395226478577
29,0.23584404587745667
30,0.23375889658927917
31,0.23149137198925018
32,0.22875715792179108
33,0.22601790726184845
34,0.22467897832393646
35,0.22259674966335297
36,0.22121238708496094
37,0.2197510004043579
38,0.21748872101306915
39,0.21572646498680115
40,0.21326059103012085
41,0.21171358227729797
42,0.20965257287025452
43,0.20854850113391876
44,0.20571060478687286
45,0.20578879117965698
46,0.20342755317687988
47,0.2014520913362503
48,0.20027309656143188
49,0.1985323429107666
50,0.19807948172092438
51,0.19536754488945007
52,0.19357876479625702
53,0.19221726059913635
54,0.19064964354038239
55,0.18929772078990936
56,0.18746845424175262
57,0.1868150532245636
58,0.18450044095516205
59,0.1827215701341629
60,0.18245002627372742
61,0.1804598867893219
62,0.17950932681560516
63,0.17821229994297028
64,0.17605404555797577
65,0.17494633793830872
66,0.17336268723011017
67,0.17244073748588562
68,0.17097803950309753
69,0.1685878485441208
70,0.1681303083896637
71,0.16604600846767426
72,0.16583973169326782
73,0.16494935750961304
74,0.16254889965057373
75,0.16201141476631165
76,0.16089841723442078
77,0.15941107273101807
78,0.15828587114810944
79,0.1572660356760025
