Epoch,MAE
1,3.678250312805176
2,0.8865982294082642
3,0.8652011752128601
4,0.8522776365280151
5,0.8430123329162598
6,0.8368368744850159
7,0.8325548768043518
8,0.8295746445655823
9,0.8281283974647522
10,0.8270500898361206
11,0.8264824748039246
12,0.8261690735816956
13,0.8257952332496643
14,0.825507640838623
15,0.8254907727241516
16,0.8252294063568115
17,0.8252713084220886
18,0.8251846432685852
19,0.8251968622207642
20,0.8252557516098022
21,0.8251996636390686
22,0.8252676129341125
23,0.8250605463981628
24,0.8251343369483948
25,0.8251245021820068
26,0.8252570629119873
27,0.8249964714050293
28,0.8251504302024841
29,0.8252009749412537
30,0.825278103351593
31,0.8251224756240845
32,0.8251981735229492
33,0.82524174451828
34,0.8252341151237488
35,0.8250045776367188
36,0.8253037333488464
37,0.8252623081207275
38,0.8252647519111633
39,0.8252452611923218
40,0.8251901268959045
41,0.8254026174545288
42,0.8252226114273071
43,0.8253634572029114
44,0.8253299593925476
45,0.8252336978912354
46,0.8253325819969177
47,0.8253757953643799
48,0.8254379034042358
49,0.8252243399620056
50,0.8251756429672241
51,0.8252300024032593
52,0.8251959085464478
53,0.8255707025527954
54,0.8250359892845154
55,0.8251602649688721
56,0.8253415822982788
57,0.8253454566001892
58,0.8254303336143494
59,0.8251550197601318
60,0.8251726031303406
61,0.825347363948822
62,0.8252478837966919
63,0.824977695941925
64,0.8253958225250244
65,0.825193464756012
66,0.8255008459091187
67,0.8253474831581116
68,0.825094997882843
69,0.8250685930252075
70,0.8253124952316284
71,0.8251559734344482
72,0.8252085447311401
73,0.8251421451568604
74,0.825226366519928
75,0.8253505825996399
76,0.8251072764396667
77,0.8251774907112122
78,0.8250839710235596
79,0.8253289461135864
80,0.8251237869262695
81,0.8251405954360962
82,0.825185239315033
83,0.8252344131469727
84,0.8251102566719055
85,0.8251737952232361
86,0.8252443671226501
87,0.8252737522125244
