Epoch,MAE
1,0.47249165177345276
2,0.3807336390018463
3,0.38050371408462524
4,0.3805696368217468
5,0.3831426799297333
6,0.37737998366355896
7,0.37825146317481995
8,0.3801564574241638
9,0.38006600737571716
10,0.3763652443885803
11,0.3771827816963196
12,0.3789365589618683
13,0.3718157112598419
14,0.37555137276649475
15,0.3742595314979553
16,0.37176239490509033
17,0.3744381368160248
18,0.37031084299087524
19,0.3681373596191406
20,0.3672355115413666
21,0.3625306487083435
22,0.3620157837867737
23,0.3638695776462555
24,0.36127933859825134
25,0.36042261123657227
26,0.35938453674316406
27,0.3549802601337433
28,0.357472687959671
29,0.3552863597869873
30,0.3506028354167938
31,0.3519497513771057
32,0.35208413004875183
33,0.3484404683113098
34,0.34833818674087524
35,0.3512021005153656
36,0.34776148200035095
37,0.34393900632858276
38,0.34924378991127014
39,0.3544750511646271
40,0.3493095934391022
41,0.3443286418914795
42,0.34957006573677063
43,0.3442264795303345
44,0.34899038076400757
