Epoch,MAE
1,1.0287257432937622
2,0.9103638529777527
3,0.9232705235481262
4,0.7370126247406006
5,0.7123299837112427
6,0.6274267435073853
7,0.543392539024353
8,0.5979660749435425
9,0.5624036192893982
10,0.5004631280899048
11,0.545445442199707
12,0.5104650259017944
13,0.5270712971687317
14,0.5035656690597534
15,0.4536110460758209
16,0.4780822992324829
17,0.48598483204841614
18,0.45330798625946045
19,0.46637317538261414
20,0.40950584411621094
21,0.4532419443130493
22,0.4134719669818878
23,0.38281989097595215
24,0.4296019673347473
25,0.3865445554256439
26,0.36488938331604004
27,0.3894420862197876
28,0.3714714050292969
29,0.38283365964889526
30,0.3547108471393585
31,0.3260438144207001
32,0.3515038788318634
33,0.364138662815094
34,0.32054272294044495
35,0.3308831453323364
36,0.33479341864585876
37,0.29398345947265625
38,0.31531769037246704
39,0.3133135735988617
40,0.305097371339798
41,0.30921638011932373
42,0.3001035153865814
43,0.293123334646225
44,0.3226241171360016
45,0.2521529495716095
46,0.30371522903442383
47,0.30869248509407043
48,0.320623517036438
49,0.2843634784221649
50,0.26918038725852966
51,0.2984987199306488
52,0.24894219636917114
53,0.2544747591018677
54,0.28240594267845154
55,0.25051456689834595
56,0.25834783911705017
57,0.2807524800300598
58,0.29042452573776245
59,0.2483229786157608
60,0.24044331908226013
61,0.2783134877681732
62,0.268018901348114
63,0.26229846477508545
64,0.27092620730400085
65,0.23435303568840027
66,0.229099303483963
67,0.2141469120979309
68,0.25135281682014465
69,0.2468864470720291
70,0.22644869983196259
71,0.25761187076568604
72,0.23637934029102325
73,0.24908550083637238
74,0.19452324509620667
75,0.24631977081298828
76,0.20701104402542114
77,0.2563685476779938
78,0.23956434428691864
79,0.19501173496246338
80,0.22992411255836487
81,0.19874070584774017
82,0.23231421411037445
83,0.24595525860786438
84,0.19460096955299377
85,0.23158909380435944
86,0.2065325379371643
87,0.20575587451457977
88,0.2231496274471283
89,0.2183583676815033
90,0.1883242428302765
91,0.21611453592777252
